,type,text,url
222,r,"INTERNATIONAL COVER UP
& Alleged:  
""We Are in GRAVE DANGER; Virus Outbreak Cannot Be Stopped; 43.75% Fatality Rate""
--->http://theunhivedmind.com/news/2020/02/07/we-are-in-grave-danger-virus-outbreak-cannot-be-stopped-43-75-fatality-rate/#comment-498 … <----

#COVID19 #coronavirus #CoronavirusOutbreak #CoronavirusOutbreak #bioweapon #biowarfarepic.twitter.com/gYNYBRI2cU",twitter.com/JicolART/status/1227378290073075712
223,r,Senator Cotton Demands Beijing Prove Coronavirus Isn't A Bioweapon As Another 'Conspiracy Theory' Goes Mainstream | Zero Hedge https://www.zerohedge.com/geopolitical/tom-cotton-demands-beijing-prove-ncov-isnt-bioweapon-another-conspiracy-theory-goes …,twitter.com/CyFi10/status/1227377452462178305
224,r,Thread by @SamParkerSenate: 1. Wuhan Coronavirus is an engineered offensive bioweapon. You're not being told this by the Mockingbird media he US Gov is directly responsible for the global bioweapons arms race. We've spent somewhere in the neighborhood of… https://threadreaderapp.com/thread/1226311942354042880.html …,twitter.com/MinaYavuz/status/1227375889127804929
225,r,"#coronavirus is a U.S. BIOWEAPON and the u.s. is waging biowar on China.  

The Chinese won't take this lying down and they'll soon be doing more than beating stray dogs.

Beware the Reckoning.

https://vimeo.com/387209013",twitter.com/TheGreysNYC/status/1227375697837998080
226,r,#preppersunite #thenextpandemic #emergencypreparedness #disasterpreparedness #coronavirus #ebonypreppers #WuhanVirus #blackpreppers #BSL4 #bioweapon #offthegrid #blacksurvivalists #preparedness #ChinaOutbreak #pandemic #blackprepper #pandemicpreparedness #2019nCoV #nCoVpic.twitter.com/ivKiDlxrYN,twitter.com/DanielTFreeman1/status/1227375488164925440
227,r,Senator Cotton Demands Beijing Prove Coronavirus Isn't A Bioweapon As Another 'Conspiracy Theory' Goes Mainstream | Zero Hedge https://www.zerohedge.com/geopolitical/tom-cotton-demands-beijing-prove-ncov-isnt-bioweapon-another-conspiracy-theory-goes …,twitter.com/208Juliet/status/1227375475363737601
228,r,#preppersunite #thenextpandemic #emergencypreparedness #disasterpreparedness #coronavirus #ebonypreppers #WuhanVirus #blackpreppers #BSL4 #bioweapon #offthegrid #blacksurvivalists #preparedness #ChinaOutbreak #pandemic #blackprepper #pandemicpreparedness #2019nCoV #nCoVpic.twitter.com/V07fwlECc2,twitter.com/DanielTFreeman1/status/1227375399937724421
229,r,#preppersunite #thenextpandemic #emergencypreparedness #disasterpreparedness #coronavirus #ebonypreppers #WuhanVirus #blackpreppers #BSL4 #bioweapon #offthegrid #blacksurvivalists #preparedness #ChinaOutbreak #pandemic #blackprepper #pandemicpreparedness #2019nCoV #nCoVpic.twitter.com/qjZG6kFq3J,twitter.com/DanielTFreeman1/status/1227375328957542401
230,r,Senator Cotton Demands Beijing Prove Coronavirus Isn't A Bioweapon As Another 'Conspiracy Theory' Goes Mainstream | Zero Hedge https://www.zerohedge.com/geopolitical/tom-cotton-demands-beijing-prove-ncov-isnt-bioweapon-another-conspiracy-theory-goes …,twitter.com/treego14/status/1227375300218150912
231,r,#preppersunite #thenextpandemic #emergencypreparedness #disasterpreparedness #coronavirus #ebonypreppers #WuhanVirus #blackpreppers #BSL4 #bioweapon #offthegrid #blacksurvivalists #preparedness #ChinaOutbreak #pandemic #blackprepper #pandemicpreparedness #2019nCoV #nCoVpic.twitter.com/8VJe3TWpmt,twitter.com/DanielTFreeman1/status/1227375272825098240
232,r,#preppersunite #thenextpandemic #emergencypreparedness #disasterpreparedness #coronavirus #ebonypreppers #WuhanVirus #blackpreppers #BSL4 #bioweapon #offthegrid #blacksurvivalists #preparedness #ChinaOutbreak #pandemic #blackprepper #pandemicpreparedness #2019nCoV #nCoVpic.twitter.com/Sa6baiQxy8,twitter.com/DanielTFreeman1/status/1227375186560921606
233,r,#preppersunite #thenextpandemic #emergencypreparedness #disasterpreparedness #coronavirus #ebonypreppers #WuhanVirus #blackpreppers #BSL4 #bioweapon #offthegrid #blacksurvivalists #preparedness #ChinaOutbreak #pandemic #blackprepper #pandemicpreparedness #2019nCoV #nCoVpic.twitter.com/glRhUnmD3X,twitter.com/DanielTFreeman1/status/1227375134757052416
234,r,"BREAKING: The #coronavirus is a U.S. BIOWEAPON and the us is waging biowar on China.

The Reckoning is coming.

https://vimeo.com/387209013",twitter.com/TheGreysNYC/status/1227375089726812160
235,r,#preppersunite #thenextpandemic #emergencypreparedness #disasterpreparedness #coronavirus #ebonypreppers #WuhanVirus #blackpreppers #BSL4 #bioweapon #offthegrid #blacksurvivalists #preparedness #ChinaOutbreak #pandemic #blackprepper #pandemicpreparedness #2019nCoV #nCoVpic.twitter.com/rEoB6a3dD7,twitter.com/DanielTFreeman1/status/1227375069262905345
236,r,#preppersunite #thenextpandemic #emergencypreparedness #disasterpreparedness #coronavirus #ebonypreppers #WuhanVirus #blackpreppers #BSL4 #bioweapon #offthegrid #blacksurvivalists #preparedness #ChinaOutbreak #pandemic #blackprepper #pandemicpreparedness #2019nCoV #nCoVpic.twitter.com/lzrQgZlkHl,twitter.com/DanielTFreeman1/status/1227374960584331269
237,r,"Little do y’all know, this corona virus is a U.S. BIOWEAPON and the u.s. is waging biowar on China.

Beware the Reckoning

https://vimeo.com/387209013",twitter.com/TheGreysNYC/status/1227374778358497280
238,r,"Senator Tom Cotton Thinks Coronavirus is a Bioweapon; China Mounts Feeble Response. The Wuhan lab may have created it, per Israeli scientist, which is why governments are panicking.
 https://www.ccn.com/tom-cotton-thinks-coronavirus-bioweapon-china-mounts-feeble-response/ …
#SmartNews #coronavirus #covid19 #China #health",twitter.com/DeborahDian/status/1227373853803835396
239,r,It does not need to be the same. The patent indicates Pirbright is engaging in biological manipulations with coronavirus. What we saw in China was a bioweapon attack. This comes out of secret labs linked to this institutes.,twitter.com/Fernand85070190/status/1224480537064198144
240,r,"New evidence emerges: Coronavirus “bioweapon” might have been a Chinese vaccine experiment gone wrong… genes contain “pShuttle-SN” sequences, proving laboratory origin https://www.naturalnews.com/2020-02-02-coronavirus-bioweapon-chinese-vaccine-experiment-gone-wrong-pshuttle-sn-gene-sequence.html …",twitter.com/JeffLee2020/status/1224480272038735873
241,r,"Was wondering if this was a bioweapon exoeriment

ZeroHedge BANNED From Twitter After Posting Findings of 'HIV' Insertions in Coronavirus, Bioweapon Possibility https://bigleaguepolitics.com/zerohedge-banned-from-twitter-after-posting-findings-of-hiv-insertions-in-coronavirus-bioweapon-possibility/ … via @BigLeaguePol",twitter.com/nitaevie/status/1224480259296374784
242,r,A Pro-Trump Blog Doxed A Chinese Scientist It Falsely Accused Of Creating The Coronavirus As A Bioweapon https://www.buzzfeednews.com/article/ryanhatesthis/a-pro-trump-blog-has-doxed-a-chinese-scientist-it-falsely … via @broderick,twitter.com/dfingold/status/1224479621116235777
243,r,"New evidence emerges: Coronavirus “bioweapon” might have been a Chinese vaccine experiment gone wrong… genes contain “pShuttle-SN” sequences, proving laboratory origin – http://NaturalNews.com  https://www.naturalnews.com/2020-02-02-coronavirus-bioweapon-chinese-vaccine-experiment-gone-wrong-pshuttle-sn-gene-sequence.html …",twitter.com/Liberty4Realz/status/1224479364219162624
244,r,"New evidence emerges: Coronavirus “bioweapon” might have been a Chinese vaccine experiment gone wrong… genes contain “pShuttle-SN” sequences, proving laboratory origin – http://NaturalNews.com  https://www.naturalnews.com/2020-02-02-coronavirus-bioweapon-chinese-vaccine-experiment-gone-wrong-pshuttle-sn-gene-sequence.html …",twitter.com/IcallBSonU2/status/1224478101507395584
245,r,https://youtu.be/UyoiYq3IpBw  @therealbestdamn News #BreakingNews #wuhan #coronavirus #china SHOCKING DISCOVERY IN THE CONNECTION BETWEEN #2019-nCoV W/ #HIV/AIDS WE BREAKDOWN THESE #CurrentEvents & POSSIBILITIES OF A #Bioweapon AT THE DOOR OF #WW3,twitter.com/therealbestdamn/status/1224476577809010689
246,r,ZeroHedge banned from Twitter over coronavirus bioweapon claims | ZDNet https://hubs.ly/H0mRZQM0  by @ZDNet,twitter.com/TYLcyber/status/1224476406488453120
247,r,"Laboratory Bio-Weapon

Coronavirus Contains ""HIV Insertions"", Stoking Fears Over Artificially Created Bioweapon | Zero Hedge https://www.zerohedge.com/geopolitical/coronavirus-contains-hiv-insertions-stoking-fears-over-artificially-created-bioweapon …",twitter.com/Liberty4Realz/status/1224476041688694784
248,r,"Russian Media Outlets are Blaming the Coronavirus on the United States

Conspiracies pushed by Kremlin-linked sites allege the epidemic is an American bioweapon
#mstdnhttps://www.motherjones.com/politics/2020/02/russian-disinformation-coronavirus/ …",twitter.com/exksmc/status/1224475533372575744
249,r,"A Pro-Trump Blog Doxed A Chinese Scientist It Falsely Accused Of Creating The Coronavirus As A Bioweapon

The scientist's name, photo, email, and a telephone number are being spread across American social media. https://www.buzzfeednews.com/article/ryanhatesthis/a-pro-trump-blog-has-doxed-a-chinese-scientist-it-falsely …",twitter.com/queertardo/status/1224475224617283584
250,r,"Boyle says coronavirus is bioweapon. 

https://greatgameindia.com/dr-francis-boyle-creator-of-bioweapons-act-says-coronavirus-is-biological-warfare-weapon/ …",twitter.com/chenyx75/status/1224475122838323201
251,r,"Un autre article (en Anglais) bien documenté sur le sujet #coronavirus #bioweapon / arme bactériologique (?) :
https://www.unz.com/wwebb/bats-gene-editing-and-bioweapons-recent-darpa-experiments-raise-concerns-amid-coronavirus-outbreak/ …",twitter.com/aenea2662/status/1224474465670778881
252,r,"#Coronavirus
#WuhanCoronavirus
#ChinaCoronaVirus
#Bioweapon
#BiologicalWarfare
#ChinaThreathttps://youtu.be/TsyujjitOFM",twitter.com/DiariesPolar/status/1224473608249982976
253,r,@allidoisowen #WuhanCoronovirus warning in 2017 there could be a bioweapon escape! @PrisonPlanet @realDonaldTrump Wuhan coronavirus: China was warned in 2017 that a deadly virus could escape its level 4 biohazard lab,twitter.com/stoneywolf/status/1224472264034394112
254,r,They don't even know. And if they did they would lie.  They don't want people to panic before the government has bought all its supplies and retreated to bunkers. Its probably more like 75% and 50% death rate. #coronavirus bioweapon. https://twitter.com/lookner/status/1224469532082888704 …,twitter.com/FarmerNC/status/1224471111070560256
255,r,"""Coronavirus Bioweapon - How China Stole Coronavirus From Canada And Weaponized It | GreatGameIndia"" https://greatgameindia.com/coronavirus-bioweapon/ …",twitter.com/Kimkaytan/status/1224471070528290817
256,r,"New evidence emerges: Coronavirus “bioweapon” might have been a Chinese vaccine experiment gone wrong… genes contain “pShuttle-SN” sequences, proving laboratory origin – http://NaturalNews.com  https://www.naturalnews.com/2020-02-02-coronavirus-bioweapon-chinese-vaccine-experiment-gone-wrong-pshuttle-sn-gene-sequence.html …",twitter.com/DeplorableLaur6/status/1224470865351495680
257,r,"lol, ZeroHedge got permanently suspended from Twitter for accusing a Chinese researcher of engineering the Coronavirus as a bioweapon, and then doxxing him...

Good riddance!",twitter.com/Todd_Bonzales/status/1224470717527314432
258,r,"More evidence of an escaped bioweapon.

Doesn't matter how it got out; infected worker, leaking sewer pipe, escaped lab rat, disgruntled employee, etc.   #China fucked up and now millions of people around the world are going to die.

#Coronavirus",twitter.com/dp3894/status/1228465238544019456
259,r,"Whistleblower claims Chinese government tried to spread Coronavirus bioweapon to U.S. military during Wuhan Military World Games event
https://www.intellihub.com/whistleblower-claims-chinese-government-tried-to-spread-coronavirus-bioweapon-to-u-s-military-during-wuhan-military-world-games-event/ …",twitter.com/fusionwinter/status/1228464487520522242
260,r,"Coronavirus A Bioweapon? White House Investigates, As Military Sets Up Quarantine Sites Across U.S. https://www.activistpost.com/2020/02/coronavirus-a-bioweapon-white-house-investigates-as-military-sets-up-quarantine-sites-across-u-s.html … via @activistpost",twitter.com/veeharmony/status/1228464082166190081
261,r,"Is #coronavirus a #bioweapon? Who cares? It is already out there, so we need to work together to stop it. *If* it’s manmade, it is probably a vaccine for another disease in early animal test phase. Any country can now keep ‘samples’ frozen for the future. We need :vaccine + meds.",twitter.com/JerKaphant/status/1228464014276976640
262,r,"Netanyahu Admits Meddling In US Politics, #Israel Attacks #Syria & More On Coronavirus As A BioWeapon https://youtu.be/Xpuur6aPgxo  via @TLAVagabond",twitter.com/Marshall_H15/status/1228463865454878720
263,r,"«Netanyahu Admits Meddling in US Politics • Israel Attacks Syria • More on Coronavirus as a Bioweapon»
…The Last American Vagabond (@TLAVagabond)
https://youtu.be/Xpuur6aPgxo?t=33 …pic.twitter.com/yRgCAa0oXZ",twitter.com/catreadway/status/1228463425015164928
264,r,"""Corona Virus conspiracy theories: China's Wuhan laboratory experiment of bioweapon that may have gone wrong.""
https://www.express.co.uk/news/weird/1240643/Coronavirus-conspiracy-theories-China-Wuhan-lab-experiment-bioweapon-coronavirus-news …",twitter.com/stopcorruption1/status/1228461941271732225
265,r,The new numbers. #ChinaVirus #wuhanvirus #WuhanOutbreak #Coronavirus #coronaoutbreak #CoronavirusOutbreak #SARSCoV2 #Covid19 #2019nCoV #Bioweapon #coronavirususa #CoronaVirusCanada #coronavirusjapanhttps://twitter.com/BNODesk/status/1228460645659693056 …,twitter.com/OCDrises/status/1228461116226863104
266,r,"Is the Coronavirus a Bioweapon?

https://www.theepochtimes.com/is-the-coronavirus-a-bioweapon_3231180.html …

For the latest US and political news download The Epoch Times app now!https://ept.ms/2mCEjel",twitter.com/WyLadyK/status/1228460231476174848
267,r,"Coronavirus Contains ""HIV Insertions"", Stoking Fears Over Artificially Created Bioweapon | Zero Hedge https://www.zerohedge.com/geopolitical/coronavirus-contains-hiv-insertions-stoking-fears-over-artificially-created-bioweapon …  
NOT SURE if this is true, but patients being treated with HIV drugs?",twitter.com/lorianderson444/status/1228460059383848961
268,r,#coronavirus #COVID2019 #коронавирус #bioweapon https://twitter.com/blacksmithVakul/status/1228459203632812033 …,twitter.com/OlgaI01909901/status/1228459714465406978
269,r,"Netanyahu Admits Meddling In US Politics, Israel Attacks Syria & More On Coronavirus As A Bioweapon | @TLAVagabondhttps://youtu.be/Xpuur6aPgxo",twitter.com/truth_centre/status/1228457917407531008
270,r,Proof That the Coronavirus Is a Bioweapon and Its Final Purpose Is to Wipeout America https://shar.es/a3SEZy,twitter.com/davehodgesCSS/status/1228457742613938176
271,r,"Big problems come when these chips are replaced with illnesses and purposefully spread infections. There's already theories that the coronavirus was an accidentally leaked bioweapon concept. I don't necessarily believe that, but it's all very interesting (and scary...)",twitter.com/Elaneium/status/1228457393228566535
272,r,"Netanyahu Admits Meddling In US Politics, Israel Attacks Syria & More On Coronavirus As A Bioweapon via The Last American Vagabond: Welcome to The Daily Wrap Up, a concise show dedicated to bringing you the most relevant ... http://tinyurl.com/revb8b8",twitter.com/TLAVagabond/status/1228454907981815808
273,r,"#Netanyahu Admits To Meddling In US Politics, #Israel Attacks #Syria, & More On #Coronavirus As A #Bioweapon
https://youtu.be/Xpuur6aPgxo",twitter.com/HypatiaOA/status/1228453685715513435
274,r,Proof That the Coronavirus Is a Bioweapon and Its Final Purpose Is to Wipeout America https://shar.es/a3SKAF,twitter.com/midcom1965/status/1228445905977663488
275,r,"Netanyahu Admits Meddling In US Politics, Israel Attacks Syria & More On Coronavirus As A Bioweapon
https://youtu.be/Xpuur6aPgxo",twitter.com/opalessense/status/1228439732339773447
276,r,"(384) Netanyahu Admits Meddling In US Politics, Israel Attacks Syria & More On Coronavirus As A Bioweapon - YouTube https://www.youtube.com/watch?v=Xpuur6aPgxo …",twitter.com/oliviaviriya/status/1228439096097308672
277,r,Senator Tom Cotton Thinks Coronavirus is a Bioweapon; China Mounts Feeble Response https://www.ccn.com/tom-cotton-thinks-coronavirus-bioweapon-china-mounts-feeble-response/ … via @ccnmarkets,twitter.com/Deggins8/status/1228437469156253697
278,r,"HIV-Like ""Mutation"" In Coronavirus Discovered As Israel Suddenly Announces Vaccine https://youtu.be/uuPiJoYxMN0  @TLAVagabond #HIV #coronavirus #Iran #China #israel miraculously have #vaccine #BioWeapon",twitter.com/GasmiaMohamed_R/status/1233179866985639936
279,r,"Use logic. Did the US military prepare for a bioweapon back in the day? 
Of course they did. 
Why isn't the military freaking out? 
Because with a 1.98% mortality rate, Corona virus could be a lot worse. 
But it's not.
Deep breaths.
NBFD!",twitter.com/boomer6966/status/1233179277342003200
280,r,Coronavirus is a bioweapon. The body doesn't develop antibodies for it so it can be caught again at which time cardiac arrest is possible. It's not to be taken lightly.,twitter.com/rey_atl/status/1233178958654509056
281,r,Watch @elitmik's broadcast: How Globalists Justify Releasing the Coronavirus Bioweapon & History of Weaponized Viruses https://www.pscp.tv/w/cShNSDF6dktOYWFKRHdXUWV8MXZBeFJCZVJEcE54bNiy3a9hYui0SrFZc9EP25rfScRuYm-fnSl9mUgSyfE2 …,twitter.com/lucizlady/status/1233177741836550145
282,r,"Wow... . We all know it can get ugly... but DAMN! 
#Coronavirus #CoronavirusOutbreak #SARSCoV2 #Covid19 #Bioweapon #coronavirusUSA #pandemic #Coronavirustruth #coronavirusChina #coronavirusSouthKorea #coronavirusIran #coronavirusItalyhttps://twitter.com/kr3at/status/1233156886616301569 …",twitter.com/OCDrises/status/1233177735377244160
283,r,"The bioweapon war has started

China Floats Theory the Coronavirus Had Foreign Origins http://bit.ly/2T62AHF  via @BreitbartNews",twitter.com/Wil_Johnson1/status/1233176224970739713
284,r,This possibility is almost too much to comprehend  #Coronavirus #CoronavirusOutbreak #SARSCoV2 #Covid19 #Bioweapon #coronavirusUSA #pandemic #Coronavirustruth #coronavirusChina #coronavirusSouthKorea #coronavirusIran #coronavirusItalyhttps://twitter.com/howroute/status/1232923724443197440 …,twitter.com/OCDrises/status/1233176110772318208
285,r,"And Alex Jones shared his thoughts on the coronavirus with RWW: “We know it’s a manmade bioweapon, produced by the U.S. government, sold to China in 2015.” https://twitter.com/jaredlholt/status/1233160622419988480 …",twitter.com/k2doe/status/1233174654271074310
286,r,Why don’t you debate an epidemiologist on the coronavirus being a bioweapon?,twitter.com/duncanmacleod31/status/1233172162456039425
287,r,Raleigh News Where the Coronavirus Bioweapon Conspiracy Theories Really Come From - Slate http://dlvr.it/RQtZmF pic.twitter.com/NXxDK0oHQf,twitter.com/_Raleigh_NC/status/1233172099784740864
288,r,#coronavirus #bioweapon https://twitter.com/amvetsupport/status/1232757915984908289 …,twitter.com/HEB2229/status/1233169024223068160
289,r,"Well they know it would be lapped up by the click  hungry media.

Coronavirus theories: Is coronavirus an experiment gone wrong - Is it a Chinese bioweapon? | Weird | News | http://Express.co.uk https://www.express.co.uk/news/weird/1240643/Coronavirus-conspiracy-theories-China-Wuhan-lab-experiment-bioweapon-coronavirus-news …",twitter.com/companyu/status/1233167123301748736
290,r,"CoronaVirus the Bioweapon used for Fear Porn to collapse Economy,Sanctur... https://youtu.be/kcRcmClaY4c  via @YouTube",twitter.com/nnuzini/status/1233166892556341249
291,r,Where the Coronavirus Bioweapon Conspiracy Theories Really Come From https://slate.com/technology/2020/02/coronavirus-bioweapon-conspiracy-theories.html …,twitter.com/mapocoloco/status/1233166683214401537
292,r,"It's certainly a possibility, but I don't think that's the most likely scenario.

If it WERE an escaped bioweapon, it's a crappy one.

A ""good"" bioweapon should have:

1. Short incubation
2. High fatality
3. High virulence

So far, the #coronavirus doesn't appear to have these.",twitter.com/DGKnickerbocke1/status/1233166228413394950
293,r,Where the Coronavirus Bioweapon Conspiracy Theories Really Come From - Slate http://dlvr.it/RQtWqN pic.twitter.com/D5Q7DobeAP,twitter.com/drnoahross/status/1233166212470730753
294,r,Where the Coronavirus Bioweapon Conspiracy Theories Really Come From http://dlvr.it/RQtWgB pic.twitter.com/SYGlpNS42m,twitter.com/aedailydotnet/status/1233166185241272321
295,r,OPERATION CORONAVIRUS PANDEMIC: Why the bioweapon was launched (Video) http://stateofthenation.co/?p=7897,twitter.com/truthismaster/status/1233165096953753600
296,r,Where the Coronavirus Bioweapon Conspiracy Theories Really Come From – Slate https://www.latesttoday.news/2020/02/27/world/where-the-coronavirus-bioweapon-conspiracy-theories-really-come-from-slate/ …,twitter.com/k29664911/status/1233164705339973633
297,r,"#China will never be trusted again once the all the truth comes out. 

#coronavirusaustralia #coronaviruschina #coronavirus
#bioweapon",twitter.com/KeepAustralia1/status/1226656591362973697
298,r,How would I design the perfect #BioWeapon ? I would create a virus with a fatality rate of 10-20%. If you catch it you would be able to catch it again and again. Then the fatality rate soon would be 100%. That’s what #Coronavirus possibly does.,twitter.com/tpapatolis/status/1226656307182276612
299,r,"It‘s shameful that @FaceTheNation is characterizing @SenTomCotton’s concerns as “conspiracy theories.”

He’s a sitting US Senator w/ access to our most closely-guarded national secrets. If he’s concerned #coronavirus is an accidentally-released bioweapon, then I‘m concerned, too. https://twitter.com/FaceTheNation/status/1226540067805650944 …",twitter.com/realKyleOlbert/status/1226655748052148224
300,r,Is it possible that anyone can be as grossly incompetent as Tedros? Or is he a #coronavirus bioweapon war criminal? Every bit of data tells me that the second one is the answer. https://twitter.com/DrTedros/status/1226629008302931971 …,twitter.com/JohhMichaelson/status/1226655648613449728
301,r,Is it possible that anyone can be as grossly incompetent as you? Or are you a #coronavirus bioweapon war criminal?,twitter.com/JohhMichaelson/status/1226655081606463489
302,r,"@machino76 No nonsense. To the point. Supported with research. I recommend:
   
https://youtu.be/Y4Ho96UKfYA 
#coronavirus
#CoronavirusUS
#CoronavirusWho #CoronarvirusOutbreak #Wuhan
#Pandemic #Coronaviruscoverup
#nCoV19
#bioweapon
#biowarfare",twitter.com/Waiting4Mirac1e/status/1226654936815079425
303,r,Spread the truth! #coronavirus #BioWeapon #escaped http://archive.is/F04r7,twitter.com/SHGfounder/status/1226654637933109249
304,r,"Is the Coronavirus a Chinese bioweapon experiment gone horribly wrong?

Yes or no? Thoughts?

Please RT after voting to get a bigger sample size!",twitter.com/EvanAKilgore/status/1226654130254512128
305,r,"President #Trump Reads #Beforeitsnews, Orders #BioWeapon #Investigation Into #Coronavirus! https://beforeitsnews.com/alternative/2020/02/president-trump-reads-beforeitsnews-orders-bio-weapon-investigation-into-coronavirus-3712593.html …
#トランプ大統領 は #Beforeitsnews を読み #新型コロナウイルス ついて #生物兵器 の調査を命じた。pic.twitter.com/57rXB1G4iF",twitter.com/SilverFoxINJAPA/status/1226653130407866369
306,r,"Is The #2019nCoV #BioWeapon The #BlackSwan Event To Destroy #Globalism? Power of #China’s #Communist government may now simply be an illusion https://www.infowars.com/is-the-2019-ncov-bioweapon-the-black-swan-event-to-destroy-globalism/ …
#coronavirus #WuhanVirus #WuhanLockDown #WuhanCoronavirus #ChinaCoronaVirus #ChinaVirus #CCP #XiJinPing #Globalist",twitter.com/Aethonaia/status/1226653021905522689
307,r,"Billionaire Whistleblower: Wuhan #Coronavirus Death Toll Is Over 50,000
GUO WENGUI 
#bioweapon #Biowarfare #Epidemic #SteveBannon
https://www.ccn.com/billionaire-whistleblower-wuhan-coronavirus-death-toll-is-over-50000/ … via @ccnmarkets",twitter.com/banksterslayer/status/1226652755692945408
308,r,Coronavirus death toll jumps to 900+ as China's ambassador to US dismisses ‘absolutely crazy’ bioweapon rumors https://www.rt.com/news/480459-china-coronavirus-deaths-rumors/ …,twitter.com/BillRob22261292/status/1226652621340983297
309,r,Coronavirus death toll jumps to 900+ as China's ambassador to US dismisses ‘absolutely crazy’ bioweapon rumors — RT World News https://www.rt.com/news/480459-china-coronavirus-deaths-rumors/ …,twitter.com/TME291310/status/1226651352543006721
310,r,Coronavirus death toll jumps to 900+ as China's ambassador to US dismisses ‘absolutely crazy’ bioweapon rumors https://www.rt.com/news/480459-china-coronavirus-deaths-rumors/ …,twitter.com/mensaandproud1/status/1226651023340658688
311,r,Coronavirus death toll jumps to 900+ as China's ambassador to US dismisses ‘absolutely crazy’ bioweapon rumors — RT World News https://www.rt.com/news/480459-china-coronavirus-deaths-rumors/ …,twitter.com/Peter87214766/status/1226650592359206913
312,r,Coronavirus death toll jumps to 900+ as China's ambassador to US dismisses ‘absolutely crazy’ bioweapon rumors : https://businesstravel.com.au/feed/show_entry/485210/coronavirus_death_toll_jumps_to_900_as_chinas_ambassador_to_us_dismisses_absolutely_crazy_bioweapon_rumors … #businesstravel #travel,twitter.com/BusTrav/status/1226650449157091328
313,r,"A coronavirus that jumped species is obviously a bioweapon, unless of course we are reptilians as some have suggested.",twitter.com/MeekaStella/status/1226650446741327872
314,r,2/#DrFrancisBoyle #Scientists #Regan #BushJr #Chimera #LymeDisease #GainOfFunction #Trump #ApartheidRegime #Lancet #ObamaAdministration #DrMengele #Israel #UniveristyOfWisconsin #Neocons #RaisedSpecific #GeneticallyEngineered #Kissinger #Soros #Sars #Coronavirus #BioWeapon https://twitter.com/KeFuller/status/1226636435714985986 …,twitter.com/KeFuller/status/1226650151131009024
315,r,"Coronavirus #Bioweapon – How China Stole Coronavirus From Canada And Weaponized It http://bit.ly/2OGLygJ 
By GreatGameIndia - Jan 26, 2020 
Last year a mysterious shipment was caught smuggling #Coronavirus from Canada. It was traced to Chinese agents working at a Canadian lab. pic.twitter.com/DgtojvDbE2",twitter.com/Alexparks525/status/1226649378233950211
316,r,Coronavirus death toll jumps to 900+ as China's ambassador to US dismisses ‘absolutely crazy’ bioweapon rumors — RT World News https://www.rt.com/news/480459-china-coronavirus-deaths-rumors/ …,twitter.com/HispanTraders/status/1226649228266610689
317,r,If you live in Ventura County and are Concerned about  #2019nCoV  then help me put pressure on the @NBVCCalifornia about a PUBLIC INFO SESSION. #venturacounty #Coronavirustruth #WuhanCoronvirus #coronavirus #coronavirusupdate #BioWeapon #COVID19 #HHS #Coronaviruscoverup #COVIDhttps://twitter.com/ptriot76/status/1232084121746194434 …,twitter.com/ptriot76/status/1232085972747079680
318,r,"@RealDonaldTrump Chinese Bioweapon Coronavirus Under Control In The U.S. How can that be. The kits sent by CDC to all States were faulty. Very few have been tested. Again, how can that be? https://www.thegatewaypundit.com/2020/02/trump-coronavirus-under-control-in-the-u-s/ … via @gatewaypundit",twitter.com/Richard04310134/status/1232085784146173953
319,r,Presidential Medal of Freedom winner promotes conspiracy that the coronavirus is a secret Chinese bioweapon...designed to politically damage President Trump? Got it. https://twitter.com/oliverdarcy/status/1232071637475975169 …,twitter.com/TSZimmerman/status/1232083708045193218
320,r,"Was coronavirus a bioweapon? We don't know, but history shows we can't trust China. Who can we trust?  Laura Ingraham segregationists? Wilbur Ross opportunists? Our three letter agencies might argue they hit a home run for their goal of decoupling https://www.aei.org/op-eds/was-coronavirus-a-bioweapon-we-dont-know-but-history-shows-we-cant-trust-china/ … via @AEI",twitter.com/themarkojenx/status/1232083185577578496
321,r,"#BillGates #depopulation #China #Africa #coronavirus #BioWeapon #UnsealEpstein #HarveyWeinstein
#JusticeIsComing
#DeepStatehttps://twitter.com/TS_SCI_MAJIC12/status/1232052131470946304 …",twitter.com/Clifton15Jon/status/1232082279331180546
322,r,"Fear-mongering misinformation about the causes of outbreak and management of the disease have also gone viral, including reports that the coronavirus was created as a bioweapon or to further vaccine sales https://buff.ly/32qrncB",twitter.com/GlobalComment/status/1232081523832168450
323,r,"Agree! They say the Corona Virus came from Bats,... lies, The Chinese Government created the Corona Virus as a bioweapon & they are testing it on their own people. That’s what Communist Country’s do when they testing a bioweapons. Their refusing help from the USA. Sad but true.",twitter.com/Blueknight718/status/1232081312833470464
324,r,What about coronavirus crossing our porous Southern Boarder as a bioweapon? Y do U think Iran has as many cases as they’ve had unless they purposely imported the virus 2 create a weapon of mass destruction to inflict upon their enemies the ”Great Satan” & Israel!,twitter.com/jwalus/status/1232080941067259908
325,r,"–  The world is flat.
–  Facts don’t matter.
–  Consumerism is dead.
–  The climate doesn’t exist.
–  Corporations are not people.
–  The coronavirus is a bioweapon.
–  Stock prices matter more than lives.",twitter.com/startupdaemon/status/1232080307131731970
